id|persona_id|cargo|fecha|fecha_final|activo|usercreated|usermodified|created_at|updated_at
411|255|Servicios de Salud Jefe de Mercadeo y Calidad Instituto de Seguro Social - Cúcuta|12/10/95|26/11/96|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-30 16:35:23
412|255|Servicios de Salud Gerente CAB Instituto de Seguro Social - Los Patios|13/12/96|28/02/97|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-30 16:35:23
399|1276|Estatal Jefe De Compras Secretaria De Obras PúBlicas Valle Del Cauca|01/01/79|01/01/80|TRUE|NA|NA|2010-01-17 17:35:02|2010-05-06 16:39:14
413|255|Servicios de Salud Médica General Instituto de Seguro Social - Cúcuta|24/05/94|16/11/94|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-30 16:35:23
414|255|Servicios de Salud Médica General Ministerio de Obras Públicas|01/01/88|31/01/89|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-30 16:35:23
415|255|Servicios de Salud Asesora Caja de Previsión Social Municipal - Cúcuta|02/10/88|06/09/89|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-30 16:35:23
540|1419|Estatal Consultora para el diseño estratégico del componente de apoyo a la Pequeña y Mediana Empresas del Proyecto MIDAS ARD – USAID|01/02/06|29/06/06|TRUE|NA|NA|2010-02-04 16:14:57|2010-02-04 16:14:57
541|1419|Estatal Consultora BANCO MUNDIAL – División de Infraestructura Latinoamérica y El Caribe|01/03/06|28/04/06|TRUE|NA|NA|2010-02-04 16:14:57|2010-02-04 16:14:57
552|1349|Estatal Inspectora Local de Policia Municipio El Carmen de Atrato|24/02/03|NA|TRUE|NA|NA|2010-02-04 22:35:53|2010-02-04 22:35:53
438|46|Servicios de Salud Ejercicio Independiente Consultorio Privado|01/01/96|01/01/01|TRUE|NA|NA|2010-01-21 19:18:20|2010-01-21 19:18:20
681|2487|Estatal Asesor Despacho - Gerente Lotería Alcaldía Mayor Cartagena|01/01/90|31/12/93|TRUE|NA|NA|2010-04-20 17:21:34|2010-04-20 17:21:34
440|41|Estatal Gerente Lotería del Cauca|02/07/82|02/07/85|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:49:48
441|41|Estatal Senador de la República Senado de la República|01/01/94|01/01/94|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:49:48
442|41|Estatal Representante a la Cámara Honorable Cámara de Representantes|20/07/86|20/07/06|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:49:48
443|41|Estatal Gerente Industria Licorera del Cauca|02/02/80|02/02/82|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:49:48
444|41|Estatal Miembro Comisión Constitucional Redactora Para La Reforma Penal Entidades Varias|01/01/03|01/01/03|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:49:48
682|2487|Estatal Abogado consultor Personería Distrital Cartagena|01/03/79|31/12/81|TRUE|NA|NA|2010-04-20 17:21:34|2010-04-20 17:21:34
445|41|Educacion y Conocimiento Profesor de Derecho Universidad del Cauca|25/01/73|05/03/08|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:53:45
875|182|Otros Servicios Gerente Instituto para el Desarrollo de Antioquia (IDEA)|01/04/02|31/12/03|TRUE|NA|NA|2011-03-09 12:47:32|2011-03-09 12:47:32
448|41|Estatal Juez Penal Munipal de Popay Juzgado 1, Penal Municipal|25/02/73|25/02/74|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:53:45
449|41|Estatal Juez Penal del Circuito Juzgado 1, Penal del Circuito|25/02/74|25/02/75|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:53:45
450|41|Estatal Miembro Comisión Revisora del Proyecto de Código de Procedimiento Penal Congreso de la República|01/01/87|01/01/87|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:53:45
683|2039|Estatal Asesor Elaboración de Programas con Grupos Vulnerables para la  institucionalización de una Política Social del Municipio de La Unión, Valle|01/08/99|31/12/99|TRUE|NA|NA|2010-04-20 21:01:43|2010-04-20 21:01:43
452|41|Estatal Director Consultorio Jurídico Universidad del Cauca|25/02/77|25/11/77|TRUE|NA|NA|2010-01-21 21:49:48|2010-01-21 21:53:45
453|1334|Servicios de Salud Director Hospitala San Rafael de Tunja|20/01/93|22/12/93|TRUE|NA|NA|2010-01-22 04:09:39|2010-01-22 04:09:39
454|1334|Servicios de Salud Director Instituto Nacional de Salud|20/02/04|24/10/06|TRUE|NA|NA|2010-01-22 04:09:39|2010-01-22 04:09:39
455|1334|Servicios de Salud Gerente Clinca Santa Catalina Tunja|15/01/08|15/01/09|TRUE|NA|NA|2010-01-22 04:09:39|2010-01-22 04:09:39
456|196|Otros Servicios Gerente General Centrales Eléctricas del Cauca. Sa Esp|01/02/95|30/06/97|TRUE|NA|NA|2010-01-22 17:28:41|2010-01-22 17:28:41
457|196|Otros Servicios Gerente General Acueducto y Alcantarillado de Popayán Sa Esp|01/01/92|31/12/94|TRUE|NA|NA|2010-01-22 17:28:41|2010-01-22 17:28:41
458|196|Otros Servicios Subgerente Administrativo y Financiero Acueducto y Alcantarillado De Popayán Sa Esp|01/06/90|31/12/91|TRUE|NA|NA|2010-01-22 17:28:41|2010-01-22 17:28:41
459|38|Telecomunicaciones Corresponsal de Noticias CARACOL RADIO, París, Francia.|01/06/96|30/09/96|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
460|38|Otros Servicios Consultor Político, Comunicaciones Estratégicas SHEPARDSON, STERN & KAMINKSY, Bogotá, Colombia|01/07/97|31/12/97|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
461|38|Otros Servicios Director de Juventudes, Campaña Presidencia de Andrés Pastrana GRAN ALIANZA POR EL CAMBIO|01/04/98|30/08/98|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
462|38|Estatal Viceministro de Educación y Juventud Ministerio de Educación Naciona|01/08/98|30/05/00|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
463|38|"Estatal Director "" Colombia Joven"" Presidencia de la Republica"|01/05/00|30/08/01|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
464|38|Telecomunicaciones Corresponsal de noticias TODELAR RADIO, Washington DC|01/08/01|31/12/01|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
465|38|Telecomunicaciones Analista Internacional Principal RCN ( Radio Cadena Nacional)|01/03/02|30/08/04|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
466|38|Otros Servicios Consultor Banco Mundial, Washington DC.|01/01/03|30/07/03|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
467|38|Estatal Ministro Plenipotenciario Ministerio de Relaciones Exteriores (Embajada en Londres)|16/08/04|01/09/05|TRUE|NA|NA|2010-01-22 17:33:24|2010-01-22 17:33:24
876|182|Otros Servicios Presidente Fiduciaria Central S.A|01/02/04|28/02/05|TRUE|NA|NA|2011-03-09 12:47:32|2011-03-09 12:47:32
468|4|Estatal Secretario General Contraloría del Huila|01/01/90|01/01/90|TRUE|NA|NA|2010-01-22 21:05:02|2010-05-21 20:06:24
469|4|Educacion y Conocimiento Docente Universidad Libre|01/01/83|01/01/86|TRUE|NA|NA|2010-01-22 21:05:02|2010-01-22 21:05:02
471|180|Otros Servicios Asistente jurídico Luna Visbal Abogados|01/01/95|31/12/95|TRUE|NA|NA|2010-01-23 05:03:15|2010-01-23 05:03:15
472|180|Otros Servicios Asistente jurídico y conciliador Cámara de Comercio|01/01/96|31/12/97|TRUE|NA|NA|2010-01-23 05:03:15|2010-01-23 05:03:15
473|58|Educacion y Conocimiento Profesora Universidad Tecnológica de Pereira|01/01/83|31/12/86|TRUE|NA|NA|2010-01-25 16:16:29|2010-05-14 16:52:32
476|183|Otros Servicios Directora Centro de Extensión a la Comunidad Instituto Tolimense de Formación Técnica Profesional|01/01/94|31/12/97|TRUE|NA|NA|2010-01-25 19:41:46|2010-01-25 19:41:46
477|183|Otros Servicios Cónsul Primera Clase en Colón -Panamá Ministerio de Relaciones Exteriores|01/01/97|31/12/01|TRUE|NA|NA|2010-01-25 19:41:46|2010-01-25 19:41:46
479|157|Estatal Diputado a la Asamblea del Valle Asamblea de Valle|01/01/92|01/01/01|TRUE|NA|NA|2010-01-25 20:02:21|2010-01-25 20:02:21
98|482|Estatal Indefinido Carbocol|01/01/96|31/12/97|TRUE|NA|NA|2010-01-17 17:34:58|2010-02-16 19:05:13
481|157|Estatal Vicepresidente Asociación Nacional de Diputados Asociación Nacional de Diputados|01/01/01|01/01/03|TRUE|NA|NA|2010-01-25 20:02:21|2010-01-25 20:02:21
478|157|Estatal Concejal de Andalucía Concejo de Andalucía|01/01/82|01/01/84|TRUE|NA|NA|2010-01-25 20:02:21|2010-01-25 20:03:19
482|1345|Educacion y Conocimiento Docente Universidad Libre|02/02/79|25/01/10|TRUE|NA|NA|2010-01-25 20:05:52|2010-01-25 20:05:52
483|1345|Estatal Magistrado Tribunal Superior de Bogotá Rama Judicial|28/09/89|31/05/91|TRUE|NA|NA|2010-01-25 20:05:52|2010-01-25 20:05:52
484|1345|Estatal Secretario General  del Fondo DRI Fondo de Desarrollo Rural Integrado|28/09/88|29/09/89|TRUE|NA|NA|2010-01-25 20:05:52|2010-01-25 20:05:52
485|1345|Estatal Procurador Delegado para la Vigilancia Judicial, Fuerzas Militares, ante el Consejo de Estado y ante la Corte Suprema de Justicia Procuraduria General de la Nación.|01/06/91|12/08/96|TRUE|NA|NA|2010-01-25 20:05:52|2010-01-25 20:05:52
489|1355|Otros Servicios Jefe de Prensa Petrobras Colombia Limited|NA|NA|TRUE|NA|NA|2010-01-26 13:48:26|2010-01-26 13:48:26
490|1355|Otros Servicios Jefe de Mercadeo Ensicom|NA|NA|TRUE|NA|NA|2010-01-26 13:48:26|2010-01-26 13:48:26
491|1355|Otros Servicios Jefe de Comunicaciones Adecco Colombia|NA|NA|TRUE|NA|NA|2010-01-26 13:48:26|2010-01-26 13:48:26
492|1355|Otros Servicios Jefe de Comunicaciones FCB Colombia|NA|NA|TRUE|NA|NA|2010-01-26 13:48:26|2010-01-26 13:48:26
493|1355|Otros Servicios Jefe de Comunicaciones Mcann Erickson de Colombia|NA|NA|TRUE|NA|NA|2010-01-26 13:48:26|2010-01-26 13:48:26
236|874|Estatal Asesora del despacho Ministerio de Educación|01/01/89|31/12/90|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-26 19:06:08
237|874|Estatal Auxiliar Ministerio de Justicia|01/01/86|31/12/88|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-26 19:06:08
494|842|Otros Servicios Gerente Caja de Previsión Nacional - Seccional Boyacá|28/02/80|16/04/82|TRUE|NA|NA|2010-01-26 19:35:56|2010-01-26 19:35:56
176|686|Estatal Secretario Privado Alcaldía Pasto|01/01/72|31/12/72|TRUE|NA|NA|2010-01-17 17:34:59|2010-05-14 18:24:39
474|61|Estatal Ministro Ministerio de Trabajo y Seguridad Social|18/03/97|31/01/98|TRUE|NA|NA|2010-01-25 16:55:30|2010-05-25 20:39:39
475|61|Estatal Viceministro Ministerio de Salud|04/08/94|17/03/97|TRUE|NA|NA|2010-01-25 16:55:30|2010-05-25 20:39:39
496|207|Estatal Alcalde Municipio de Villavicencio|01/01/87|31/12/88|TRUE|NA|NA|2010-01-26 20:37:19|2010-01-26 20:37:19
497|207|Estatal Director Regional Contraloría General|01/01/92|31/12/93|TRUE|NA|NA|2010-01-26 20:37:19|2010-01-26 20:37:19
498|66|Estatal Superintendente delegado en Telecomunicaciones Superintendencia de Servicios Públicos Domiciliarios|01/08/99|05/09/99|TRUE|NA|NA|2010-01-26 21:21:16|2010-09-15 19:08:22
217|814|Otros Servicios Consultor Internacional En Washington Banco Interamericano de Desarrollo-Bid|01/01/00|31/12/01|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-25 16:12:49
63|391|Editorial e Industria Grafica Directora Editorial de Publicaciones Semanales Periódico El Pueblo|19/05/75|26/08/85|TRUE|NA|NA|2010-01-17 17:34:58|2010-01-27 19:47:07
64|391|Estatal Presidenta del Senado de la República Senado de la República|20/07/05|20/07/06|TRUE|NA|NA|2010-01-17 17:34:58|2010-01-27 19:47:07
499|1332|Estatal Asesor Senado de la República|04/08/04|20/07/06|TRUE|NA|NA|2010-01-28 14:32:18|2010-01-28 14:32:18
500|1332|Estatal Pasante Corte Penal Internacional|15/10/07|15/01/08|TRUE|NA|NA|2010-01-28 14:32:18|2010-01-28 14:32:18
501|1332|Estatal Asesor Ministerio de Relaciones Exteriores|04/08/08|04/08/09|TRUE|NA|NA|2010-01-28 14:32:18|2010-01-28 14:32:18
242|906|Otros Servicios Coodirector Partido Liberal Colombiano|01/07/03|30/06/05|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-29 19:13:03
513|282|Educacion y Conocimiento Secretario General Comisión Vallecaucana por la Educación|01/01/01|01/04/03|TRUE|NA|NA|2010-02-02 16:26:36|2010-02-02 16:32:07
3|244|Otros Servicios Vicepresidente Junta directiva del acueducto|01/01/86|01/01/88|TRUE|NA|NA|2009-12-07 16:02:59|2010-02-03 16:33:51
534|273|Educacion y Conocimiento Decano Facultad de Ingeniería Universidad El Bosque|NA|NA|TRUE|NA|NA|2010-02-04 14:41:13|2010-02-04 14:41:13
553|1472|Estatal Asesor UTL Senado de la República|01/12/05|31/12/06|TRUE|NA|NA|2010-02-05 01:20:26|2010-02-05 01:20:26
554|1472|Estatal Asesor UTL Cámara de Representantes|15/02/08|16/12/08|TRUE|NA|NA|2010-02-05 01:20:26|2010-02-05 01:20:26
555|1472|Otros Servicios Abogado Consultor Varias|01/01/95|30/09/09|TRUE|NA|NA|2010-02-05 01:20:26|2010-02-05 01:20:26
580|1762|Otros Servicios COORDINADOR FONDO DE EMPLEADOS UNIANDES|01/11/01|01/07/07|TRUE|NA|NA|2010-02-11 17:49:02|2010-02-11 17:49:02
581|1762|Otros Servicios DIRECTOR|NA|NA|TRUE|NA|NA|2010-02-11 17:49:02|2010-02-11 17:49:02
588|1805|Educacion y Conocimiento Miembro Comité de Sociología Política de la Asociación Internacional de Sociología|05/07/82|11/02/10|TRUE|NA|NA|2010-02-11 19:05:59|2010-02-11 19:11:05
589|1805|Educacion y Conocimiento Director Executive Assesment Center, con Marvin Dunnette, University  of Minnessota|01/02/71|30/11/71|TRUE|NA|NA|2010-02-11 19:11:05|2010-02-11 19:11:05
592|1954|Estatal Gerente Departamental Contraloría General de la República|01/02/08|01/02/09|TRUE|NA|NA|2010-02-11 22:17:08|2010-02-11 22:17:08
593|288|Estatal Secretario Encargado Fondo Nacional de Caminos Vecinales|01/01/90|30/01/91|TRUE|NA|NA|2010-02-12 12:29:06|2010-02-12 12:29:06
558|1403|Estatal Secretaria Mujer, Juventud y Familia Municipio de Palmira|25/08/03|31/12/03|TRUE|NA|NA|2010-02-05 16:11:12|2010-02-12 13:25:03
594|1403|Estatal Asesora Contraloría Municipal Municipio de Palmira|27/01/03|27/07/03|TRUE|NA|NA|2010-02-12 13:25:03|2010-02-12 13:25:03
595|1403|Estatal Personera para asuntos Derechos Humanos Municipio de Palmira|28/05/98|02/04/01|TRUE|NA|NA|2010-02-12 13:25:03|2010-02-12 13:25:03
596|1403|Estatal Personera Delegada Personería Cali|27/11/92|26/05/98|TRUE|NA|NA|2010-02-12 13:25:03|2010-02-12 13:25:03
597|288|Otros Servicios Abogado Ejercicio Independiente|01/02/91|31/12/00|TRUE|NA|NA|2010-02-12 13:57:29|2010-02-12 13:57:29
598|2117|Estatal Magistrado Corte Constitucional Corte Constitucional|01/01/93|31/12/01|TRUE|NA|NA|2010-02-12 14:02:17|2010-02-12 14:02:17
599|2117|Educacion y Conocimiento Vicerector Universidad de Antioquia|28/09/89|31/12/92|TRUE|NA|NA|2010-02-12 14:02:17|2010-02-12 14:02:17
877|2520|Servicios de Salud Coordinador Médico Policía Nacional Santander|NA|NA|TRUE|NA|NA|2011-04-14 19:54:35|2011-04-14 19:54:35
772|516|Estatal Notario Medellín Ministerio de Justicia|01/01/89|31/12/91|TRUE|NA|NA|2010-09-14 20:31:57|2010-09-14 20:31:57
425|1309|Estatal Ingeniero Director De Carreteras Secretaria de Obras Públicas del departamento del Huila|01/01/83|31/01/89|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-12 20:01:01
426|1309|Estatal Secretario de Obras Públicas del departamento del Huila Secretaria de Obras Públicas de departamento Del Huila|01/01/92|31/12/92|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-12 20:01:01
174|686|Estatal Secretario de Gobierno Gobernación Nariño|01/01/79|31/12/80|TRUE|NA|NA|2010-01-17 17:34:59|2010-05-14 18:24:39
600|1799|Ingenieria y Servicios de Construccion Ingeniero de Mantenimiento, Ingeniero de Obras, Ingeniero de distribución Entidades Privadas y Electrificadora zona del Meta|07/06/73|09/07/82|TRUE|NA|NA|2010-02-13 00:45:14|2010-02-13 00:45:14
601|1799|Educacion y Conocimiento Profesor universitario Universidad Francisco de Paula Santander|02/01/78|24/11/78|TRUE|NA|NA|2010-02-13 00:45:14|2010-02-13 00:45:14
602|1799|Ingenieria y Servicios de Construccion Socio Gerente, Director ejecutivo, Gerente C.I.E. Ingenieros LTDA, CIELECTRICA LTDA, CIETSE LTDA|10/04/82|02/12/10|TRUE|NA|NA|2010-02-13 00:45:14|2010-02-13 00:45:14
605|1763|Otros Servicios Coordinador Movimiento Político MIRA|01/01/09|07/07/09|TRUE|NA|NA|2010-02-13 17:00:54|2010-02-13 17:00:54
606|2125|Agricola Jefe Planeacion Ministerio de Agricultura|25/05/70|22/06/74|TRUE|NA|NA|2010-02-13 20:15:00|2010-02-13 20:15:00
607|2125|Educacion y Conocimiento Director Organizacion y Metodos Ministerio de Educacion|16/08/66|06/10/70|TRUE|NA|NA|2010-02-13 20:15:00|2010-02-13 20:15:00
608|2125|Estatal Secretario General Alcadia Mayor de Bogota|15/11/74|25/12/75|TRUE|NA|NA|2010-02-13 20:15:00|2010-02-13 20:15:00
609|284|Otros Servicios Coordinador Minorias Etnicas Partido U|15/12/08|31/12/09|TRUE|NA|NA|2010-02-15 05:56:12|2010-02-15 05:56:12
561|1852|Otros Servicios auxiliar Seguridad Nacional al Transporte Ltda.|NA|NA|TRUE|NA|NA|2010-02-06 22:16:30|2014-05-15 22:20:45
562|1852|Farmaceuticos auxiliar Industrias Seyvor Ltda.|NA|NA|TRUE|NA|NA|2010-02-06 22:16:30|2014-05-15 22:20:45
563|1852|Otros Servicios auxiliar Comercializadora Producplasticos Ltda.|NA|NA|TRUE|NA|NA|2010-02-06 22:16:30|2014-05-15 22:20:45
99|482|Estatal Director Pecuario Ministerio de Agricultura|01/01/98|31/12/99|TRUE|NA|NA|2010-01-17 17:34:58|2010-02-16 19:05:13
610|2087|Metalmecanica Gerente CEDAL S.A.|NA|NA|TRUE|NA|NA|2010-02-17 00:02:19|2010-02-17 00:02:19
612|2092|Servicios de Salud odontologó Independiente  - practica privada|16/12/00|17/02/10|TRUE|NA|NA|2010-02-17 21:40:12|2010-02-17 21:40:12
613|2092|Educacion y Conocimiento docente  carrera técnica laboral Auxliares admisntirativos de salud CAMPOALTO|04/08/09|17/02/10|TRUE|NA|NA|2010-02-17 21:40:12|2010-02-17 21:40:12
614|2092|Servicios de Salud odontólogo U. Movil Coop.Intrasalud-Hospitla Centro Oriente ESE II|16/06/03|18/11/03|TRUE|NA|NA|2010-02-17 21:40:12|2010-02-17 21:40:12
615|2092|Servicios de Salud Fundador, asesor, consultor en  el área de garantia de calidad, y en el desarrollo de planes, progrmas y proyectos de salud SACAVI CTA|01/06/02|15/06/03|TRUE|NA|NA|2010-02-17 21:40:12|2010-02-17 21:40:12
616|2092|Servicios de Salud odontólogo Servicio Social Obligatorio Hospital Centro Oriente ESE Nivel II|04/01/01|04/01/02|TRUE|NA|NA|2010-02-17 21:40:12|2010-02-17 21:40:12
617|1058|Estatal Secretario General Gobernación del Cesar|01/01/99|01/01/00|TRUE|NA|NA|2010-02-18 18:14:41|2010-02-18 18:14:41
618|1742|Educacion y Conocimiento SUBDIRECTORA DE PERSONAL ESE MARCO FIDEL SUAREZ BELLO|NA|NA|TRUE|NA|NA|2010-02-21 03:35:52|2010-02-21 03:35:52
619|1742|Estatal SUBDIRECTORA DE PERSONAL ESE MUNICIPIO DE LA CEJA|NA|NA|TRUE|NA|NA|2010-02-21 03:35:52|2010-02-21 03:35:52
620|1742|Otros Servicios ABOGADA LITIGANTE, ASESORA JURÍDICA INDEPENDIENTE|NA|NA|TRUE|NA|NA|2010-02-21 03:35:52|2010-02-21 03:35:52
621|1336|Otros Servicios Administrador LETROGOLFO|NA|NA|TRUE|NA|NA|2010-02-21 04:04:39|2010-02-21 04:04:39
622|1342|Articulos Industriales Ingeniero Electricista IMAN LIMITADA|NA|NA|TRUE|NA|NA|2010-02-21 04:25:47|2010-02-21 04:25:47
623|1342|Articulos Industriales Ingeniero Electricista VISUAL INGENIERÍA|NA|NA|TRUE|NA|NA|2010-02-21 04:25:47|2010-02-21 04:25:47
624|2268|Ingenieria y Servicios de Construccion Asesor ESPY, Yumbo|06/06/06|31/12/07|TRUE|NA|NA|2010-02-21 17:30:34|2010-02-21 17:30:34
625|1455|Telecomunicaciones Aprendiz E.P.M.|NA|NA|TRUE|NA|NA|2010-02-21 23:16:28|2010-02-21 23:16:28
626|1455|Telecomunicaciones Ejecutivo Comercial Movistar|NA|NA|TRUE|NA|NA|2010-02-21 23:16:28|2010-02-21 23:16:28
627|1339|Otros Servicios ASESORA JURÍDICA Coperativa Forjar|NA|NA|TRUE|NA|NA|2010-02-21 23:29:49|2010-02-21 23:29:49
628|1339|Otros Servicios Abogada Litigante Independiente|NA|NA|TRUE|NA|NA|2010-02-21 23:29:49|2010-02-21 23:29:49
629|1339|Estatal Asistente de Fiscalía Fiscalía|NA|NA|TRUE|NA|NA|2010-02-21 23:29:49|2010-02-21 23:29:49
630|1339|Estatal ASISTENTE DE ALCALDIA MUNICIPIO SEGOVIA Municipio Segovia|NA|NA|TRUE|NA|NA|2010-02-21 23:29:49|2010-02-21 23:29:49
631|1347|Otros Servicios Comerciante Independiente|NA|NA|TRUE|NA|NA|2010-02-21 23:47:13|2010-02-21 23:47:13
632|1566|Muebles y Maderas Gerente PUERTAS Y DECORACIONES|NA|NA|TRUE|NA|NA|2010-02-22 00:00:28|2010-02-22 00:00:28
633|1340|Telecomunicaciones AGENTE TELEFONICA Solución|NA|NA|TRUE|NA|NA|2010-02-22 00:15:49|2010-02-22 00:15:49
634|1340|Artesanias y Regalos ASESORA DE VENTAS BORDADOS LIZ|NA|NA|TRUE|NA|NA|2010-02-22 00:15:49|2010-02-22 00:15:49
635|1341|Textiles y Confecciones ELECTRICISTA DE PLANTA LEONISA|NA|NA|TRUE|NA|NA|2010-02-22 00:27:41|2010-02-22 00:27:41
636|1341|Telecomunicaciones TECNICO DE TELÉFONOS CELSA|NA|NA|TRUE|NA|NA|2010-02-22 00:27:41|2010-02-22 00:27:41
642|1338|Otros Servicios CONTRATISTA DE OBRA CIVIL INDEPENDIENTE|NA|NA|TRUE|NA|NA|2010-02-22 00:59:17|2010-02-22 00:59:17
637|1337|Otros Servicios GERENTE ADMINISTRATIVO Cooperativa Fianciera COOPIANTIOQUIA|NA|NA|TRUE|NA|NA|2010-02-22 00:35:59|2010-02-22 00:35:59
638|1337|Servicios de Salud Asesor Administrativo ESE RAFAEL URIBE COOPERATIVA INTEGRA|NA|NA|TRUE|NA|NA|2010-02-22 00:35:59|2010-02-22 00:35:59
639|1337|Otros Servicios BAU Administrador cadena de restaurantes|NA|NA|TRUE|NA|NA|2010-02-22 00:35:59|2010-02-22 00:35:59
640|1344|Otros Servicios ESCOLTA DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD DAS|NA|NA|TRUE|NA|NA|2010-02-22 00:49:30|2010-02-22 00:49:30
641|1344|Otros Servicios FRANQUICIA JUEGOS DE AZAR INDEPENDIENTE|NA|NA|TRUE|NA|NA|2010-02-22 00:49:30|2010-02-22 00:49:30
643|1338|Otros Servicios AUXILIAR DE ALMACEN MEJIA ACEVEDO|NA|NA|TRUE|NA|NA|2010-02-22 00:59:17|2010-02-22 00:59:17
644|1338|Otros Servicios CONTRATISTA DE OBRA CIVIL INDEPENDIENTE|NA|NA|TRUE|NA|NA|2010-02-22 01:00:23|2010-02-22 01:00:23
645|1338|Otros Servicios AUXILIAR DE ALMACEN MEJIA ACEVEDO|NA|NA|TRUE|NA|NA|2010-02-22 01:00:23|2010-02-22 01:00:23
646|1338|Otros Servicios CONTRATISTA DE OBRA CIVIL INDEPENDIENTE|NA|NA|TRUE|NA|NA|2010-02-22 01:00:32|2010-02-22 01:00:32
647|1338|Otros Servicios AUXILIAR DE ALMACEN MEJIA ACEVEDO|NA|NA|TRUE|NA|NA|2010-02-22 01:00:32|2010-02-22 01:00:32
648|286|Otros Servicios Abogado Asociado Proskauer Rose LLP|15/09/08|30/09/09|TRUE|NA|NA|2010-02-22 21:35:07|2010-02-22 21:35:07
649|286|Otros Servicios Practicante Legal Ayuda Inc.|07/01/08|25/04/08|TRUE|NA|NA|2010-02-22 21:35:07|2010-02-22 21:35:07
650|286|Otros Servicios Departamento Legal Major League Soccer L.L.C.|14/05/07|24/08/07|TRUE|NA|NA|2010-02-22 21:35:07|2010-02-22 21:35:07
651|286|Otros Servicios Consultor Akiris de Colombia S.A.|04/10/04|30/06/05|TRUE|NA|NA|2010-02-22 21:35:07|2010-02-22 21:35:07
652|2263|Otros Servicios Presidente Empresa de Energia del Quindio|NA|NA|TRUE|NA|NA|2010-02-23 02:18:14|2010-02-23 02:18:14
653|2322|Agricola gerente seccSan Salberto Fedearroz|NA|NA|TRUE|NA|NA|2010-02-24 17:56:06|2010-02-24 17:56:06
654|2322|Estatal Recaudacion Dian|NA|NA|TRUE|NA|NA|2010-02-24 17:56:06|2010-02-24 17:56:06
655|2322|Otros Servicios Asesor financiero independiente varios|NA|NA|TRUE|NA|NA|2010-02-24 17:56:06|2010-02-24 17:56:06
656|1378|Servicios de Salud Coordinadora de PYP IMSALUD|NA|NA|TRUE|NA|NA|2010-02-26 21:48:19|2010-02-26 21:48:19
657|1378|Servicios de Salud Recursos Humanos SISO LTDA.|NA|NA|TRUE|NA|NA|2010-02-26 21:48:19|2010-02-26 21:48:19
658|2345|Ingenieria y Servicios de Construccion AXILIAR DEL INGENIERO ELECTRICO JUMELEC|03/02/07|01/05/09|TRUE|NA|NA|2010-02-28 05:53:18|2010-02-28 05:53:18
659|2345|Ingenieria y Servicios de Construccion CONTRATISTA INDEPENDIENTE|15/01/02|NA|TRUE|NA|NA|2010-02-28 05:53:18|2010-02-28 05:53:18
660|2345|Ingenieria y Servicios de Construccion SUPERVISOR ASENTEL MEDELLIN L.T.D.A|15/06/09|15/12/09|TRUE|NA|NA|2010-02-28 05:53:18|2010-02-28 05:53:18
661|2361|Educacion y Conocimiento Profesor Pontificia Universidad Javeriana|NA|NA|TRUE|NA|NA|2010-03-01 19:26:47|2010-03-01 19:26:47
662|2361|Educacion y Conocimiento Profesor Universidad de la Salle|NA|NA|TRUE|NA|NA|2010-03-01 19:26:47|2010-03-01 19:26:47
663|2361|Medio Ambiente Consultor en planeación Urbana y regional independiente|NA|NA|TRUE|NA|NA|2010-03-01 19:26:47|2010-03-01 19:26:47
664|2305|Estatal ASESORA JURIDICA Alcaldía de Puerto Nariño (Amazonas)|01/01/98|31/08/98|TRUE|NA|NA|2010-03-03 01:21:52|2010-03-03 01:21:52
